Unnamed: 0,tweets,time,language,translated_tweets
1373,pas pratiquant mais une éducation difficile à cacher ;-),2016-05-20 18:39:45+00:00,"((0, 58, 'FRENCH', 'fr'),)",[{'translation_text': 'not practicing but an education difficult to hide ;-)'}]
1374,Le problème dans le développement d'infrastructure c'est faire avancer les projets...pas le financement non à vache à lait CHjuin,2016-05-20 18:38:26+00:00,"((0, 133, 'FRENCH', 'fr'),)",[{'translation_text': 'The problem in infrastructure development is to advance projects...not non-cow-to-milk financing CHJUNE'}]
1375,Les taxes attribuées de manière automatique va nous mener à des bloquages non à vache à lait CHjuin,2016-05-20 18:16:18+00:00,"((0, 104, 'FRENCH', 'fr'),)",[{'translation_text': 'Automatically allocated taxes will lead us to non-cow milk blockages CHJUNE'}]
1376,Financer les transports publics de manière équilibrée efficace et intelligente n'est pas simple...non à vache à lait... CHjuin,2016-05-20 18:13:54+00:00,"((0, 131, 'FRENCH', 'fr'),)",[{'translation_text': 'Financing public transport in an efficient and intelligent balanced way is not simple...no milk cow... CHJUNE'}]
1377,c'est un sujet qui doit être abordé hors RBI,2016-05-20 18:00:05+00:00,"((0, 46, 'FRENCH', 'fr'),)","[{'translation_text': ""it's a subject that needs to be addressed outside RBI""}]"
1378,Il ne faut pas limiter la marge de manoeuvre des sevices publics...les usagers paieraient...non à pro service public CHjuin,2016-05-20 17:58:58+00:00,"((0, 124, 'FRENCH', 'fr'),)",[{'translation_text': 'It is not necessary to limit the scope of manoeuvre of public services ... users would pay... not to public pro-service CHJun'}]
1379,le message est mauvais...c'est ça le point important ..je n'est jamais dit que je soutenais...,2016-05-20 17:56:23+00:00,"((0, 95, 'FRENCH', 'fr'),)","[{'translation_text': ""The message is bad... that's the important point... I never said I supported...""}]"
1380,mais la question est plus intéressante ... et combattre une idée uniquement sur le financement est réducteur...,2016-05-20 17:52:19+00:00,"((0, 114, 'FRENCH', 'fr'),)",[{'translation_text': 'but the question is more interesting ... and fighting an idea only on financing is reducing...'}]
1381,on peut réviser l'AVS sans casser le système...,2016-05-20 17:51:09+00:00,"((0, 49, 'Unknown', 'un'),)",NA
1382,Mais voulons nous changer le modèle? chjuin,2016-05-20 17:39:42+00:00,"((0, 44, 'FRENCH', 'fr'),)",[{'translation_text': 'But do we want to change the model?'}]
1383,La bonne question n'est pas le financement...RBI  chjuin,2016-05-20 17:39:16+00:00,"((0, 56, 'FRENCH', 'fr'),)",[{'translation_text': 'The right question is not funding... RBI chjun'}]
1384,Un revenu sans efforts est-ce le bon message ? chjuin,2016-05-20 17:08:52+00:00,"((0, 53, 'FRENCH', 'fr'),)",[{'translation_text': 'Is an income effortless the right message? chjuin'}]
1385,Mais quelques % de moins sont toujours bons à prendre...,2016-05-18 17:43:54+00:00,"((0, 57, 'FRENCH', 'fr'),)",[{'translation_text': 'But a few percent less are still good to take...'}]
1386,faut-il dimensionner le réseau pour les pics? Une bonne question dont la réponse est certainement négative...bouchons,2016-05-18 17:35:25+00:00,"((0, 120, 'FRENCH', 'fr'),)",[{'translation_text': 'Do you need to dimension the network for peaks? A good question whose answer is certainly negative...'}]
1388,parle rapidement du télétravail...voilà un thème qui est dans les mains de l'économie...,2016-05-18 17:12:53+00:00,"((0, 93, 'FRENCH', 'fr'),)","[{'translation_text': ""talk quickly about telework... that's a theme that's in the hands of the economy...""}]"
1389,OliFrancais parle rapidement du télètravail...voilà un thème qui est dans les mains de l'économie,2016-05-18 17:10:36+00:00,"((0, 102, 'FRENCH', 'fr'),)","[{'translation_text': ""OliFrancais quickly talks about telework... that's a theme that's in the hands of the economy""}]"
1390,Le sac de noeuds genevois ne peut être abordé que par des solutions multiples...bouchons,2016-05-18 16:54:56+00:00,"((0, 90, 'FRENCH', 'fr'),)",[{'translation_text': 'The bag of Geneva knots can only be approached by multiple solutions...'}]
1391,Mais aussi convaincre de remplir les véhicules...,2016-05-18 16:42:26+00:00,"((0, 50, 'FRENCH', 'fr'),)",[{'translation_text': 'But also convince to fill the vehicles...'}]
1392,Passer à un taux d'occupation de 1.6 au lieu de 1.2 en heure de pointe permettrait la fin des bouchons.ofrou. Et c'est le chef qui dit...,2016-05-18 16:37:20+00:00,"((0, 138, 'FRENCH', 'fr'),)",[{'translation_text': 'Moving to an occupancy rate of 1.6 instead of 1.2 in rush hour would allow the end of the plugs.ofrou. And it is the chief who says...'}]
1393,comment en finir avec les bouchons...c'est parti pour une table ronde...,2016-05-18 16:19:56+00:00,"((0, 72, 'FRENCH', 'fr'),)","[{'translation_text': ""How to end the traffic jams... it's set for a round table...""}]"
1394,Les vignerons font des efforts...et pendant temps  rechigne à jouer son rôle pour le patrimoine UNESCO,2016-05-18 12:22:01+00:00,"((0, 104, 'FRENCH', 'fr'),)",[{'translation_text': 'Winegrowers make efforts...and for a while they are reluctant to play their part for the UNESCO heritage'}]
1395,"C'est gagnant comme stratégie d'écrire des choses étranges et d'annoncer ""oops c'est pas ce qu'on voulait dire!"" ?",2016-05-18 08:01:24+00:00,"((0, 117, 'FRENCH', 'fr'),)","[{'translation_text': 'It\'s a winning strategy to write strange things and announce ""ops isn\'t what we meant!""?'}]"
1396,"Pour les anti-éoliens un peu de socio-psychologie du paysage (proche ou pas...), étrange argument! PaysageLibreVaud",2016-05-17 05:25:21+00:00,"((0, 117, 'FRENCH', 'fr'),)","[{'translation_text': 'For the anti-windians a bit of socio-psychology of the landscape (close or not...), strange argument! LandscapeLibreVaud'}]"
1405,le problème n'est pas de savoir si un bon imam peut empêcher une radicalisation mais bien si un immam radicalisé peut y pousser!,2016-04-08 07:16:46+00:00,"((0, 131, 'FRENCH', 'fr'),)","[{'translation_text': 'The problem is not whether a good imam can prevent radicalization, but whether a radicalized imam can push it!'}]"
1406,Cela nous promet une jolie vague de réfugiés climatiques refugie climate,2016-04-01 03:50:28+00:00,"((0, 74, 'FRENCH', 'fr'),)",[{'translation_text': 'This promises us a pretty wave of climate refugees'}]
1410,"Économie de partage: le risque de l'entrepreneur est reporté sur l'employé, exemple Uber  AdFpv. Il faut en être conscient!",2016-03-24 08:14:30+00:00,"((0, 127, 'FRENCH', 'fr'),)","[{'translation_text': ""Sharing economy: the contractor's risk is carried over to the employee, like Uber AdFpv. You have to be aware of it!""}]"
1412,Magnifique...,2016-03-20 13:36:34+00:00,"((0, 13, 'Unknown', 'un'),)",NA
1416,"sortonsdunucleaire, des cantons qui déposent plainte...faites comme je dis...",2016-03-11 14:52:06+00:00,"((0, 78, 'FRENCH', 'fr'),)","[{'translation_text': ""I'm going to go out of my room, cantons that file complaints... done as I say...""}]"
1418,"fukushima 5 ans, cessons de croire que l'Europe est à l'abris d'accidents!",2016-03-11 10:20:06+00:00,"((0, 75, 'Unknown', 'un'),)",NA
1419,sortonsdunucleaire j'ai bien peur que les ingénieurs manquent de chewing gum pour boucher les trous de beznau...,2016-03-10 18:50:00+00:00,"((0, 113, 'FRENCH', 'fr'),)","[{'translation_text': ""I'm afraid the engineers lack chewing gum to close the beznau holes...""}]"
1421,"Le loup au CE, ou quand les exterminateurs parlent d'arguments rationnels! On a le droit de rire?",2016-03-10 06:19:03+00:00,"((0, 97, 'Unknown', 'un'),)",NA
1425,Voilà...voilà...,2016-03-05 10:22:11+00:00,"((0, 18, 'Unknown', 'un'),)",NA
1426,"moi comme petit, je dénonce tout bloc trop fort...(la vie est dure :-))",2016-03-04 08:41:14+00:00,"((0, 72, 'FRENCH', 'fr'),)","[{'translation_text': 'me as a little, I denounce any block too strong...(life is hard :-))'}]"
1427,moi j'abonde dans son sens...mais un changement péjorerait d'autre forces...ce qui ne serait pas pour me déplaire!,2016-03-04 08:37:17+00:00,"((0, 116, 'FRENCH', 'fr'),)",[{'translation_text': 'I anoint in his sense... but a change would pejore with other forces... which would not be to displease me!'}]
1431,"Histoire de compliquer...ecvd2016 ...vevey
Pierre Chiffelle candidat à la Municipalité de Vevey",2016-02-29 17:56:26+00:00,"((0, 97, 'FRENCH', 'fr'),)",[{'translation_text': 'History of complicating...ecvd2016 ...vevevey Pierre Chiffelle candidate for the Municipality of Vevey'}]
1436,les donateurs sont des personnes physiques ou morales qui ne posent aucune condition et qui sont sans influence sur nos élus,2016-02-09 16:31:53+00:00,"((0, 125, 'FRENCH', 'fr'),)",[{'translation_text': 'donors are natural or legal persons who do not impose any conditions and who do not influence our elected representatives'}]
1437,on m'a toujours dit que c'était les montants dépensés qui faisaient une élection...moins de 60'000 c'est raisonnable!,2016-02-09 16:25:48+00:00,"((0, 121, 'FRENCH', 'fr'),)","[{'translation_text': ""I've always been told that it's the money spent that makes an election... less than 60,000 is reasonable!""}]"
1438,Elles y sont!,2016-02-09 16:07:45+00:00,"((0, 13, 'Unknown', 'un'),)",NA
1439,Comme promis...,2016-02-09 15:46:14+00:00,"((0, 15, 'Unknown', 'un'),)",NA
1440,L'adaptation du cadre légal pour limiter les abus suffit!,2016-02-08 11:06:01+00:00,"((0, 58, 'FRENCH', 'fr'),)",[{'translation_text': 'Adapting the legal framework to limit abuse is enough!'}]
1442,"CHvote, non à l'initiative de mise en oeuvre!",2016-02-04 13:54:27+00:00,"((0, 46, 'Unknown', 'un'),)",NA
1443,bepog ou comment relancer l'attractivité des métiers techniques...,2016-02-04 10:23:56+00:00,"((0, 68, 'FRENCH', 'fr'),)",[{'translation_text': 'bepog or how to boost the attractiveness of technical trades...'}]
1446,"Tihange , Doel , Beznau, c'est quoi ce jeux? La roulette russe?",2016-01-29 06:18:13+00:00,"((0, 63, 'FRENCH', 'fr'),)","[{'translation_text': 'Tihange, Doel, Beznau, what is this game? Russian roulette?'}]"
1447,"Charrat, de la détermination...un exemple eoliennes",2016-01-29 05:36:03+00:00,"((0, 52, 'Unknown', 'un'),)",NA
1448,Tourner en rond sur deux roues...cardio à fond...le pied! UCI Aigle,2016-01-28 17:30:09+00:00,"((0, 68, 'FRENCH', 'fr'),)",[{'translation_text': 'Turn round on two wheels...cardio full...the foot! UCI Eagle'}]
1449,La CEATE-N a peur des plaintes des exploitants...c'est clair que si elles explosent il n'y aura plus personne pour se plaindre! nucleaire,2016-01-28 06:19:51+00:00,"((0, 137, 'FRENCH', 'fr'),)",[{'translation_text': 'CEATE-N is afraid of the complaints of the operators... it is clear that if they explode there will be no one to complain! nuclear'}]
1454,"GCVD Paquet logement, pourquoi n'est-il pas possible de trouver un compromis?",2016-01-12 16:05:26+00:00,"((0, 77, 'FRENCH', 'fr'),)","[{'translation_text': 'GCVD Housing package, why is it not possible to find a compromise?'}]"
1455,cela fait que vous rencontrez 14 véhicules par kilomètres...cela reste bien faible...compter une fois...,2016-01-09 09:50:55+00:00,"((0, 106, 'FRENCH', 'fr'),)","[{'translation_text': ""That makes you meet 14 vehicles per kilometre... that's still very weak... count once...""}]"
1456,oups correction...Les croisements par heures...,2016-01-09 09:50:36+00:00,"((0, 47, 'FRENCH', 'fr'),)",[{'translation_text': 'oops correction...The intersections per hour...'}]
1457,cela fait mois de 10 croisements par traversée du tunnel...un croisement par 1.5km!,2016-01-09 09:46:56+00:00,"((0, 84, 'FRENCH', 'fr'),)",[{'translation_text': 'This is a month of 10 crossings per crossing of the tunnel...a crossing by 1.5km!'}]
1467,FEP parler au nom d'une conseillère nationale après une brochette d'élus nationaux...ça c'est fait!,2015-11-17 13:06:49+00:00,"((0, 103, 'FRENCH', 'fr'),)","[{'translation_text': ""FEP speak on behalf of a national councillor after a skewer of national elected officials... that's done!""}]"
1468,La droite veut mettre un frein aux charges du social  via,2015-11-16 15:29:34+00:00,"((0, 57, 'FRENCH', 'fr'),)",[{'translation_text': 'The right wants to put a brake on social charges via'}]
1469,Après 3 jours de conf...a moins d'une heure de la maison...DevSummit,2015-11-12 20:15:01+00:00,"((0, 69, 'FRENCH', 'fr'),)",[{'translation_text': 'After 3 days of conf...a less than an hour from home...DevSummit'}]
1470,Pfff...,2015-11-11 06:06:38+00:00,"((0, 7, 'Unknown', 'un'),)",NA
1471,"Serveur Object Interceptor,  a way to make multi-language sevices ?DevSummit",2015-11-10 10:00:50+00:00,"((0, 76, 'ENGLISH', 'en'),)",NA
1472,Et jongny y était aussi...,2015-11-09 18:58:20+00:00,"((0, 27, 'Unknown', 'un'),)",NA
1476,Les vertliberaux doivent être la conscience écologique des partis d'obédience libérale...,2015-11-07 14:34:30+00:00,"((0, 93, 'FRENCH', 'fr'),)",[{'translation_text': 'Vertliberals must be the ecological conscience of the liberal parties of obedience...'}]
1486,Je n'ai jamais dit que le 2ème tour vaudois n'était pas justifié!,2015-10-23 06:41:57+00:00,"((0, 68, 'FRENCH', 'fr'),)",[{'translation_text': 'I never said that the second round was not justified!'}]
1487,Il faut lire mon tweet comme il faut!  fait référence aux agissements historiques de Ted Robert!,2015-10-23 06:41:40+00:00,"((0, 98, 'FRENCH', 'fr'),)","[{'translation_text': ""You have to read my tweet properly! refers to Ted Robert's historical actions!""}]"
1488,C'est une référence historique...pas la situation actuelle vaudoise!,2015-10-23 06:32:06+00:00,"((0, 70, 'FRENCH', 'fr'),)","[{'translation_text': ""It's a historical reference...not the current situation in Vaud!""}]"
1489,"Ce soir, mot d'ordre pour le 2eme tour du CdE des vertliberaux...EF2015",2015-10-20 15:47:13+00:00,"((0, 71, 'FRENCH', 'fr'),)","[{'translation_text': 'Tonight, watchword for the 2nd round of the CDE des vertliberaux...EF2015'}]"
1491,Beznau un véritable emmental...et il y en a qui croient qu'il faut la redémarrer...ça ne me fait plus rire stopbeznau EF2015,2015-10-14 15:16:25+00:00,"((0, 127, 'FRENCH', 'fr'),)","[{'translation_text': ""Beznau a real emmental...and there are some who believe that it needs to be restarted... it doesn't make me laugh stopbeznau EF2015""}]"
1493,Il est toujours temps d'aller voter EF2015. Et rappelez-vous que l'avenir de la Suisse passe par la TransitionEnergetique!,2015-10-13 09:59:41+00:00,"((0, 122, 'FRENCH', 'fr'),)","[{'translation_text': ""It's always time to vote EF2015. And remember that Switzerland's future goes through the Energy Transition!""}]"
1494,bonne chance!,2015-10-08 09:12:48+00:00,"((0, 13, 'Unknown', 'un'),)",NA
1502,oui...mais ce n'est pas une raison suffisante...,2015-09-29 14:56:57+00:00,"((0, 48, 'FRENCH', 'fr'),)","[{'translation_text': ""Yes... but that's not enough reason...""}]"
1504,nous...on a pas les moyens!,2015-09-28 14:20:10+00:00,"((0, 27, 'FRENCH', 'fr'),)","[{'translation_text': ""We... we can't afford it!""}]"
1510,Rdv sur  à 1930 pour le dernier débat vaudois des fédérales EF2015,2015-09-23 13:43:21+00:00,"((0, 70, 'FRENCH', 'fr'),)",[{'translation_text': 'Rdv on 1930 for the last Vaud debate of the federals EF2015'}]
1511,Et dire que certains croient qu'elle ne s'occupe que d'animaux... EF2015,2015-09-21 16:36:57+00:00,"((0, 72, 'FRENCH', 'fr'),)",[{'translation_text': 'And to say that some people believe that she only cares for animals... EF2015'}]
1513,"Le Gothard n'est statistiquement pas un point noir et il existe d'autres priorités... 2tunnelNON, EF2015.",2015-09-18 14:44:47+00:00,"((0, 106, 'FRENCH', 'fr'),)","[{'translation_text': 'The Gotthard is statistically not a black spot and there are other priorities... 2tunnelNON, EF2015.'}]"
1516,Un grand merci au PLRVD d'avoir cassé mes attachés en faisant du n'importe quoi...EF2015,2015-09-17 15:58:23+00:00,"((0, 90, 'FRENCH', 'fr'),)",[{'translation_text': 'A big thank you to the PLRVD for breaking my attachés by doing anything...EF2015'}]
