,tweets,time,language,translated_tweets
1157,"Wieso überrascht mich das nicht ...?
Der Attentäter, der nach dem Anschlag in der Wiener Innenstadt von der Polizei erschossen worden ist, war 20 Jahre alt, hatte nordmazedonische Wurzeln und war einschlägig wegen Mitgliedschaft in einer terroristischer Vereinigung vorbestraft.",2020-11-03 09:35:04+00:00,"((0, 281, 'GERMAN', 'de'),)","The assassin who was shot by the police after the attack in downtown Vienna was 20 years old, had North Macedonian roots and was convicted of membership in a terrorist association."
1158,Die Wahrheit tut weh - muss aber ausgesprochen werden!,2020-10-31 07:24:15+00:00,"((0, 54, 'GERMAN', 'de'),)",The truth hurts - but must be pronounced!
1159,Grünliberale tragen statt Latzhosen einfach Kravatten - ansonsten sind sie von den Grünen kaum zu unterscheiden ... sie stimmen leider meistens dunkelgrün und rot ...  Martin Bäumle ist meines Erachtens der einzige echte Grünliberale!,2020-10-15 17:34:15+00:00,"((0, 239, 'GERMAN', 'de'),)",Green-liberals wear simply cravats instead of bibs - otherwise they are hard to distinguish from the greens ... unfortunately they mostly vote dark green and red ... Martin Bäumle is in my opinion the only real green-liberal!
1160,Hört auf zu heucheln: Ihr habt den Marktfahrern die Umsätze weggenommen! Eure Chaoten haben Marktfahrer am Wegfahren gehindert!,2020-10-12 12:06:28+00:00,"((0, 129, 'GERMAN', 'de'),)",Stop pretending: You have taken away the sales from the market drivers! Your chaots have prevented market drivers from driving away!
1161,.... und wenn sich der einst stolze Freisinn tatsächlich mit den Rechtsbrechern und Chaoten des „Klimastreik“ solidarisiert - gute Nacht Schweiz!,2020-10-03 09:59:16+00:00,"((0, 150, 'GERMAN', 'de'),)",".... and when the once proud sense of freedom is actually solidarityed with the right-wing criminals and chaots of the ""climate strike"" - good night Switzerland!"
1162,Niemals wird ein echter Freisinniger diesem Abzocker-Gesetz zustimmen!,2020-10-03 09:57:55+00:00,"((0, 70, 'GERMAN', 'de'),)",A real free-minded person will never agree to this Abzocker law!
1163,"Also liebe Vertreter der schreibenden Zunft - nur damit ich es richtig verstehe: Hier kommt keine Rücktrittsforderung von Euch? Der gute Mann wird nicht von Euch gehetzt, bis er zurücktritt? Auch seine Unterstützerin nicht? Liegt es daran, dass er ein JUSO und sie von der SP ist?",2020-10-03 06:11:06+00:00,"((0, 283, 'GERMAN', 'de'),)","So, dear representatives of the writing guild - just so that I understand it correctly: There is no demand for resignation from you here? The good man is not rushed by you until he resigns? Not even his supporter? Is it because he is a JUSO and she from the SP?"
1164,Frau NR Arslan ist CH-TR Doppelbürgerin,2020-10-02 19:14:03+00:00,"((0, 40, 'GERMAN', 'de'),)",Ms NR Arslan is a CH-TR double citizen
1165,"Würde man den Betrag auf die Hälfte reduzieren, müssten Wermuth, Glättli, Molina und Co. endlich einer anständigen Arbeit nachgehen!",2020-10-02 11:10:26+00:00,"((0, 137, 'GERMAN', 'de'),)","If the amount were to be reduced to half, Wermuth, Glättli, Molina and Co. would finally have to do a decent job!"
1166,Roger Köppel hat einen Vorstoss zur Halbierung der Gehälter für Parlamentarier eingereicht - wurde leider abgelehnt ...,2020-10-02 09:35:51+00:00,"((0, 122, 'GERMAN', 'de'),)",Roger Köppel has submitted a proposal for halving the salaries for parliamentarians - was unfortunately rejected ...
1167,"Genau – also schonen wir Arslan, Badran, Wermuth und Co., welche sich offen mit den Gesetzesbrechern und Klimachaoten solidarisieren – und verurteilen wir die, die sich noch für Recht und Ordnung einsetzen …",2020-10-01 15:50:30+00:00,"((0, 214, 'GERMAN', 'de'),)","Precisely – so let's spare Arslan, Badran, Wermuth and others, who openly solidarity with the lawbreakers and climate chaos – and let's condemn those who still advocate law and order ..."
1168,"Nur damit ich es richtig verstehe: Hier schreibt ein gewählter JUSO ACAB (heisst: All cops are bastards) - und die Medien schweigen vornehm ... Ein Versprecher von mir wird aber tagelang hochgekocht!

Würde ein JSVP etwas Ähnliches schreiben - der wäre am Abend nicht mehr im Amt!",2020-10-01 13:36:11+00:00,"((0, 284, 'GERMAN', 'de'),)",Just so that I understand it correctly: Here writes an elected JUSO ACAB (named All cops are bastards) - and the media are silent with pride ... But a speaker of mine is boiled up for days! If a JSVP were to write something similar - he would not be in office in the evening!
1169,"... und wenn auch nur jeder Zweite, der sich bei mir meldet, nicht mehr spendet, wird die Krebsliga einen empfindlichen Verlust an Spenden hinzunehmen haben ...",2020-10-01 12:51:58+00:00,"((0, 160, 'GERMAN', 'de'),)","... and even if every second person who comes to me doesn't donate anymore, the Cancer League will have to accept a serious loss of donations ..."
1170,"Läck, ist der GF der Agentur so ein Schleimer? Mir gegenüber äusserte er sich telefonisch noch komplett anders ...",2020-10-01 12:45:57+00:00,"((0, 117, 'GERMAN', 'de'),)","Läck, is the GF of the agency such a mucus? To me he expressed himself by phone completely different ..."
1171,Vor allem: Würde jemand von der SVP so eine Aussage machen - er würde von der vereinigten Medienmeute gehetzt und zum Rücktritt geschrieben!,2020-10-01 06:01:46+00:00,"((0, 143, 'GERMAN', 'de'),)",Above all: Would someone from the SVP make such a statement - he would be rushed by the united media mutiny and written to resign!
1172,Roger Köppel hat einen Vorstoss zur Halbierung der Gehälter für Parlamentarier eingereicht - wurde leider abgelehnt ...,2020-09-30 10:54:19+00:00,"((0, 122, 'GERMAN', 'de'),)",Roger Köppel has submitted a proposal for halving the salaries for parliamentarians - was unfortunately rejected ...
1173,"Oh Gott, woher rührt dieser Frust?",2020-09-30 09:59:19+00:00,"((0, 35, 'GERMAN', 'de'),)","Oh, God, where does this frustration come from?"
1174,Im nächsten Leben werde ich auch Kulturschaffende ...,2020-09-29 14:55:51+00:00,"((0, 54, 'GERMAN', 'de'),)","In the next life, I will also become a cultural creator ..."
1175,Wie lange dürfen die Blick-„Journalisten“ weiterlügen? Nach Eklat bei Klimademo: SVP-Glarner hetzt wieder gegen Arslan,2020-09-29 11:25:48+00:00,"((0, 124, 'GERMAN', 'de'),)","How long can the look ""journalists"" continue lying? According to Eklat at Klimademo: SVP-Glarner rushes against Arslan again"
1176,"Frau Oberli - ist es eigentlich Ihr Hobby, hier einfach zu hetzen?",2020-09-29 09:47:40+00:00,"((0, 66, 'GERMAN', 'de'),)",Mrs Oberli - is it actually your hobby to rush here?
1177,Glauben können Sie in der Kirche!,2020-09-28 16:10:33+00:00,"((0, 34, 'GERMAN', 'de'),)",You can believe in the Church!
1178,Hier die aktuelle Liste der Vorstösse und Eingaben für die Fragestunde von Frau NR Sibel Arslan ... Urteilen Sie selbst: Vertritt sie wirklich die Interessen der Schweizerinnen und Schweizer?,2020-09-28 14:58:11+00:00,"((0, 193, 'GERMAN', 'de'),)",Here is the current list of advances and submissions for Question Time by Mrs. NR Sibel Arslan ... Do you judge yourself: does she really represent the interests of the Swiss?
1179,"Friedlich? Sie hätten anhören müssen, was wir uns alles anhören mussten - echt krass und keineswegs friedlich!",2020-09-27 19:27:55+00:00,"((0, 114, 'GERMAN', 'de'),)",You should have listened to what we had to listen to - really crazy and by no means peaceful!
1180,Spektakuläre Niederlage vor allem für die „Journalisten“ des  Die Bevölkerung von Oberwil-Lieli heisst die Einzonung trotz Schmierenkampagne gut!,2020-09-27 14:11:53+00:00,"((0, 152, 'GERMAN', 'de'),)","Spectacular defeat especially for the ""journalists"" The population of Oberwil-Lieli is the name of the zone despite the smear campaign!"
1181,"Oh Gott - keine Ahnung von den Umständen und hier mit vielen Rechtschreibfehlern kommentieren ... Möchten Sie Ihre Zeit nicht besser nutzen? Ich kenne Institute, die auch bei schwierigen Fällen recht gute Ergebnisse erzielen ...",2020-09-27 14:08:20+00:00,"((0, 231, 'GERMAN', 'de'),)",Oh God - no idea of the circumstances and comment here with many spelling mistakes ... Don't you want to make better use of your time? I know institutes that achieve quite good results even in difficult cases ...
1182,"Die wurden in ein Sitzungszimmer geführt, vermutlich wurde ihnen über den Kopf gestreichelt und sie wurden mit ein paar mahnenden Worten nach draussen begleitet ...",2020-09-27 11:10:49+00:00,"((0, 166, 'GERMAN', 'de'),)","They were led into a meeting room, presumably they were petted over their heads and they were escorted outside with a few warning words ..."
1183,Und was sagt die gute  zur Aussage ihrer Gesinnungsgenossin:,2020-09-23 10:46:56+00:00,"((0, 60, 'GERMAN', 'de'),)",And what does the good say to the statement of her mindmate:
1184,Und was sagen Sie zur Aussage der Frau NR Badran:,2020-09-23 08:49:11+00:00,"((0, 49, 'GERMAN', 'de'),)",And what do you say to Mrs NR Badran:
1185,".... dann hören Sie mal nach, was Frau NR Badran so für Aussagen macht:",2020-09-23 08:48:15+00:00,"((0, 73, 'GERMAN', 'de'),)",.... then listen to what Mrs. NR Badran says:
1186,"Einen Namen falsch aussprechen = Aufschrei der Sozialisten - wenn aber ihre Vorzeigedame Badran mich „de huärä fucking Glarner“ nennt, ist das natürlich ok ... ab 1:35",2020-09-23 07:05:52+00:00,"((0, 174, 'GERMAN', 'de'),)","Pronounce a name wrong = outcry of the socialists - but if their flagship Badran calls me ""de huärä fucking Glarner"", that is of course ok ... from 1:35"
1187,Auf der Liste der heute zu wählenden Bundesrichter befindet sich für die SP keine einzige Frau ... soviel zur Frauenförderung der Sozialisten!  (die SVP hat 6 Frauen),2020-09-23 06:38:58+00:00,"((0, 169, 'GERMAN', 'de'),)",On the list of the federal judges to be elected today there is not a single woman for the SP ... so much for the promotion of women of the socialists! (the SVP has 6 women)
1188,"Unglaublich, dieser Klimawandel - es schiffet gerade so richtig in Bern .... Die Klimakommunisten werden infolge Regen gerade so richtig geduscht ... bei den meisten dürfte es eh schon lange fällig gewesen sein",2020-09-22 20:00:21+00:00,"((0, 212, 'GERMAN', 'de'),)","Unbelievable, this climate change - it's just really sailing in Bern .... The climate communists are taking a shower as a result of rain ... with most of them it should have been due for a long time anyway"
1189,Ich hätte mich mit Ihnen gerne geistig duelliert - aber ich sehe: Sie sind völlig unbewaffnet ...,2020-09-21 21:16:43+00:00,"((0, 99, 'GERMAN', 'de'),)",I would have liked to have dueled with you mentally - but I see you are completely unarmed ...
1190,Ich wollte mich mit Ihnen geistig duellieren - aber ich sehe gerade: Sie sind völlig unbewaffnet ...,2020-09-21 18:51:38+00:00,"((0, 101, 'GERMAN', 'de'),)",I wanted to duel with you mentally - but I can see that you are completely unarmed ...
1191,"Waren Sie vor Ort? Praktisch keine Kinder, aber dafür Dutzende Linke Chaoten! Oh Gott, lass es Hirn regnen ..",2020-09-21 18:46:36+00:00,"((0, 110, 'GERMAN', 'de'),)","Were you on site? Practically no children, but for that dozens left chaoten! Oh God, let it rain brains .."
1192,"Ach, Herr Müller ... ich mag Sie echt - schade, dass Sie so links sind! Wenn es doch nur Leute wären, die sich um unsere Umwelt Sorgen machen - aber auf dem Bundesplatz wurden den ganzen Tag Klassenkampf-Parolen skandiert!",2020-09-21 17:18:03+00:00,"((0, 224, 'GERMAN', 'de'),)","Oh, Mr. Müller ... I really like you - a pity that you are so left! If only it were people who were worried about our environment - but in the Bundesplatz all day class fight-parols were chanted!"
1193,"Ach, Herr Müller ... ich mag Sie echt - schade, dass Sie so links sind!",2020-09-21 17:14:01+00:00,"((0, 72, 'GERMAN', 'de'),)","Oh, Mr. Müller, I really like you - a pity you're so left!"
1194,Klimakommunisten besetzen illegal den Bundesplatz - und was macht die Stadt Bern? Sie liefert gratis und franko Strom und Wasser ....,2020-09-21 13:03:19+00:00,"((0, 133, 'GERMAN', 'de'),)",Climate communists illegally occupy the Bundesplatz - and what does the city of Bern do? It delivers free and frank electricity and water ....
1195,Klimakommunisten besetzen unbewilligt den Bundesplatz - und was macht die linksgrün durchseuchte Stadtregierung? Sie will verhandeln ...  Hier muss das Recht durchgesetzt werden - 15 Minuten Zeit zum bedingungslosen Abzug - sonst Räumung durch Grenadierzug der Stadtpolizei!,2020-09-21 07:16:28+00:00,"((0, 276, 'GERMAN', 'de'),)",Climate communists unauthorized occupy the Federal Square - and what does the left-green-infected city government do? It wants to negotiate ... Here the right must be enforced - 15 minutes time for unconditional withdrawal - otherwise eviction by Grenadier train of the city police!
1196,Mein Grossvater pflegte zu sagen: Dwn BLICK musst Du gerade halten - sonst läuft der Seich raus ...,2020-09-20 15:39:23+00:00,"((0, 100, 'GERMAN', 'de'),)",My grandfather used to say: Dwn BLICK you have to hold straight - otherwise the seik runs out ...
1197,Jetzt wird die cvp sogar noch unpolitisch,2020-09-20 12:24:49+00:00,"((0, 41, 'GERMAN', 'de'),)",Now the cvp will be even more unpolitical
1198,"Nein, bei mir kommen alle zu Wort!",2020-09-16 14:37:06+00:00,"((0, 34, 'GERMAN', 'de'),)","No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
1199,Die der Economiesuisse angeschlossenen Firmen halten sich bis zur Abstimmung über die Begrenzungsinitiative mit Entlassungen zurück - nach dem 27. September wird es Massenentlassungen geben! Darum: Ja zur BGI,2020-09-16 10:53:31+00:00,"((0, 210, 'GERMAN', 'de'),)",The companies affiliated to the Economiesuisse hold back until the vote on the limitation initiative with redundancies - after September 27 there will be mass redundancies! Therefore: Yes to the BGI
1200,"Typisch SRF „Club“ zum Thema Moria: Äusserst ausgewogen - alles Gutmenschen, kein einziger Kritiker, geschweige jemand von der SVP ...

TV-Programm -  - Sendung «Club» - 15.9.2020 22:25 Uhr -",2020-09-15 20:49:52+00:00,"((0, 198, 'GERMAN', 'de'),)","Typically SRF ""Club"" on the topic of Moria: Extremely balanced - all good people, not a single critic, let alone someone from the SVP ... TV-Programm - - Show «Club» - 15.9.2020 22:25 -"
1201,Danke für den Hinweis,2020-09-11 18:08:43+00:00,"((0, 22, 'GERMAN', 'de'),)",Thanks for the hint
1202,Und wenig später wieder gefüllt ...,2020-09-11 17:22:56+00:00,"((0, 37, 'GERMAN', 'de'),)",And a little later again filled ...
1203,Die Bevölkerung Afrikas wächst alle 12 Tage um eine Million Menschen - wir müssen das Problem vor Ort lösen!,2020-09-10 08:08:28+00:00,"((0, 112, 'GERMAN', 'de'),)",The population of Africa is growing by one million people every 12 days - we have to solve the problem on the ground!
1204,"Leider, lieber Herr Weibel - leider ist die Geschichte wahr!",2020-09-09 10:50:35+00:00,"((0, 60, 'GERMAN', 'de'),)","Unfortunately, dear Mr. Weibel - unfortunately the story is true!"
1205,"Leider, liebe Perlen - leider ist die Geschichte wahr!",2020-09-09 10:49:52+00:00,"((0, 54, 'GERMAN', 'de'),)","Unfortunately, dear pearls - unfortunately the story is true!"
1206,"Leider, liebe Frau Oberli - leider ist die Geschichte wahr!",2020-09-09 10:49:07+00:00,"((0, 59, 'GERMAN', 'de'),)","Unfortunately, Mrs Oberli - unfortunately the story is true!"
1207,Wieso nur ist diese Frau Oberli immer so gehässig?,2020-09-07 16:54:51+00:00,"((0, 51, 'GERMAN', 'de'),)",Why is this woman Oberli always so hateful?
1208,"Ich frage mich, was die Sozialisten morgens einwerfen, dass sie tagsüber auf solch abstruse Ideen kommen ...",2020-09-07 10:03:39+00:00,"((0, 109, 'GERMAN', 'de'),)","I wonder what the socialists say in the morning, that they come up with such abstruse ideas during the day ..."
1209,"Ich frage mich, was die Sozialisten morgens einwerfen, dass sie tagsüber auf solch abstruse Ideen kommen ...",2020-09-07 10:02:59+00:00,"((0, 109, 'GERMAN', 'de'),)","I wonder what the socialists say in the morning, that they come up with such abstruse ideas during the day ..."
